wage,hours,IQ,KWW,educ,exper,age,married,urban,sibs,brthord,meduc,feduc
1100,40,122,38,3,11,33,1,1,2,3,3,3
652,50,113,37,2,14,36,0,1,1,1,1,1
618,42,104,34,2,6,30,1,1,3,1,1,1
962,50,124,43,3,7,34,1,1,2,2,2,2
840,40,105,39,2,19,38,1,0,3,2,2,2
1126,40,110,26,2,16,32,1,1,3,3,3,3
1160,40,92,32,2,8,31,1,0,3,3,3,3
1778,40,109,43,3,14,36,1,1,0,3,3,3
1903,48,118,44,3,13,36,1,0,0,3,3,3
971,40,95,42,3,5,37,1,1,1,2,2,2
525,40,106,31,2,12,30,1,0,1,1,1,1
500,45,90,47,2,19,37,1,0,0,1,1,1
550,46,95,44,2,18,35,1,1,1,1,1,1
500,45,115,43,2,14,32,1,1,1,1,1,1
727,55,106,40,3,10,31,0,1,1,1,1,1
1081,40,92,34,3,8,30,1,1,3,3,3,3
1304,45,119,36,3,9,31,1,0,1,3,3,3
515,45,114,30,3,8,28,1,0,3,1,1,1
1273,55,84,42,3,14,37,1,1,1,3,3,3
600,40,107,32,2,16,33,1,0,3,1,1,1
795,45,88,27,2,17,35,1,0,2,2,2,2
500,50,97,34,2,20,37,1,0,2,1,1,1
740,50,84,31,2,23,38,1,0,3,1,1,1
1346,40,99,33,3,9,30,1,1,2,3,3,3
1250,40,117,31,3,7,28,1,1,1,3,3,3
1607,56,108,41,3,7,36,1,1,2,3,3,3
1391,50,109,38,2,14,32,1,1,1,3,3,3
794,40,114,36,3,9,29,1,1,1,2,2,2
500,30,90,46,3,10,38,1,0,3,1,1,1
1730,50,117,41,3,12,37,1,1,1,3,3,3
449,36,91,20,2,7,30,0,1,1,1,1,1
1500,40,103,29,2,10,34,1,1,2,3,3,3
937,40,102,36,2,16,35,1,1,3,2,2,2
978,48,104,36,2,19,36,1,1,3,2,2,2
1031,40,112,43,3,14,33,0,1,3,2,2,2
1272,40,107,39,2,10,30,1,1,3,3,3,3
1136,50,117,36,3,16,34,1,1,2,3,3,3
375,40,99,29,2,12,30,1,0,3,1,1,1
1082,55,95,40,2,11,29,1,1,2,3,3,3
930,40,126,44,3,10,31,0,1,3,2,2,2
622,45,119,48,3,12,33,1,1,0,1,1,1
769,55,105,45,3,7,38,0,1,2,2,2,2
1924,45,112,40,3,17,38,1,1,1,3,3,3
1154,40,98,35,3,18,37,1,1,1,3,3,3
1070,40,124,41,3,4,32,1,1,0,3,3,3
850,43,113,26,2,7,28,1,1,1,2,2,2
490,49,82,33,3,7,31,0,1,2,1,1,1
1000,40,112,47,3,15,35,1,1,3,2,2,2
865,40,111,38,3,11,31,1,1,3,2,2,2
1602,65,97,47,3,14,37,1,1,1,3,3,3
898,40,101,41,3,7,35,0,1,3,2,2,2
906,40,120,40,3,16,37,1,1,3,2,2,2
445,45,110,23,2,15,32,0,1,2,1,1,1
1075,40,103,31,2,17,33,1,1,3,3,3,3
1016,40,72,18,2,14,37,1,1,3,2,2,2
1079,50,87,33,2,18,36,1,1,3,3,3,3
654,50,121,49,3,12,34,1,1,1,1,1,1
781,50,112,33,2,8,30,1,1,2,2,2,2
1924,50,99,48,3,16,37,1,1,0,3,3,3
1202,40,101,40,3,15,37,1,1,3,3,3,3
905,45,109,41,3,11,36,1,1,3,2,2,2
817,40,116,27,3,10,31,1,0,1,2,2,2
812,40,98,42,2,10,29,0,1,3,2,2,2
577,60,104,43,3,6,30,1,1,2,1,1,1
1011,40,104,43,2,20,37,1,1,0,2,2,2
2067,40,106,41,3,12,33,1,1,2,3,3,3
912,40,96,32,3,11,30,1,1,2,2,2,2
600,40,114,39,2,8,30,1,1,3,1,1,1
400,70,100,43,2,12,32,1,1,3,1,1,1
1202,40,100,40,2,18,37,1,1,0,3,3,3
538,55,98,45,3,5,34,1,1,2,1,1,1
841,48,110,37,3,13,37,0,1,1,2,2,2
700,50,130,29,3,14,38,1,1,1,1,1,1
800,45,98,31,2,16,33,1,0,3,2,2,2
1250,40,125,27,3,9,30,1,1,3,3,3,3
1105,40,104,29,3,5,29,1,1,3,3,3,3
475,52,98,33,3,12,30,0,1,3,1,1,1
658,40,129,34,3,11,30,1,1,2,1,1,1
1442,40,118,33,3,6,29,1,1,2,3,3,3
1400,42,108,38,3,7,31,1,1,2,3,3,3
1038,50,119,42,2,20,36,1,0,3,2,2,2
962,40,120,25,3,6,28,1,0,3,2,2,2
690,40,119,35,2,9,28,1,1,1,1,1,1
596,40,83,36,2,16,34,1,0,3,1,1,1
850,44,115,37,2,11,29,1,1,3,2,2,2
670,40,88,27,2,9,29,1,1,3,1,1,1
793,40,96,43,2,17,36,1,0,3,2,2,2
1442,40,123,42,3,14,38,1,0,2,3,3,3
876,45,116,35,3,10,29,1,1,2,2,2,2
1223,40,107,34,2,7,28,1,0,1,3,3,3
900,40,103,38,2,15,37,1,0,3,2,2,2
540,50,113,33,2,12,31,1,0,3,1,1,1
615,40,100,31,3,9,30,1,0,3,1,1,1
909,40,95,39,3,6,31,1,1,2,2,2,2
984,40,108,39,3,17,37,1,1,3,2,2,2
1027,45,115,41,2,16,35,1,1,3,2,2,2
1000,55,114,41,3,10,33,1,0,0,2,2,2
465,43,84,33,3,10,29,1,1,3,1,1,1
1100,40,92,37,3,21,38,1,1,3,3,3,3
641,45,125,44,3,9,37,1,1,1,1,1,1
1035,48,107,42,2,21,38,1,1,1,2,2,2
1212,40,129,33,3,9,32,0,1,3,3,3,3
950,40,98,40,2,11,30,1,1,3,2,2,2
1250,40,114,37,3,8,30,1,1,3,3,3,3
586,60,111,37,3,6,34,1,0,3,1,1,1
673,40,91,29,2,7,38,1,0,0,1,1,1
654,50,113,38,3,1,33,1,0,1,1,1,1
1111,40,98,32,3,10,29,1,1,3,3,3,3
1282,45,121,39,3,7,32,1,1,2,3,3,3
1250,60,115,40,2,19,38,1,1,1,3,3,3
1346,40,134,42,3,15,35,1,1,2,3,3,3
1424,50,96,47,3,15,37,1,1,2,3,3,3
583,58,113,29,3,9,30,1,1,2,1,1,1
1575,40,117,28,2,13,30,1,1,3,3,3,3
758,38,126,42,3,10,28,0,1,2,2,2,2
1442,40,112,42,2,19,36,1,1,3,3,3,3
489,55,104,47,3,20,38,1,1,2,1,1,1
1000,40,70,18,2,12,32,0,1,3,2,2,2
500,70,83,20,2,13,32,1,1,3,1,1,1
684,45,111,25,3,7,29,1,1,3,1,1,1
975,40,101,33,3,12,30,1,0,3,2,2,2
1366,40,90,35,2,13,30,1,1,3,3,3,3
700,40,120,38,3,10,29,1,1,1,1,1,1
1200,40,108,29,2,16,33,1,1,3,3,3,3
1161,40,99,43,3,16,36,1,1,0,3,3,3
729,60,80,31,2,16,34,1,1,3,1,1,1
1026,45,85,46,2,4,38,1,1,1,2,2,2
1111,45,118,43,3,11,32,1,1,3,3,3,3
625,50,115,31,2,12,31,1,1,2,1,1,1
1200,42,119,28,3,11,30,1,1,3,3,3,3
1541,40,94,39,2,8,32,1,1,3,3,3,3
1154,40,109,42,3,12,34,1,1,0,3,3,3
310,40,104,37,3,10,33,0,0,2,1,1,1
938,50,130,39,3,15,33,1,0,3,2,2,2
940,48,104,25,2,13,32,1,1,3,2,2,2
1202,40,124,23,3,11,28,1,1,2,3,3,3
1000,40,96,40,2,15,37,1,1,3,2,2,2
318,40,67,35,2,16,36,1,1,3,1,1,1
958,60,98,42,2,11,28,1,1,0,2,2,2
511,45,101,25,2,13,30,1,1,3,1,1,1
1411,45,111,40,3,11,32,1,1,1,3,3,3
1522,46,102,37,2,15,37,1,0,3,3,3,3
1377,37,118,48,3,15,36,1,1,2,3,3,3
874,55,132,37,3,8,33,1,0,2,2,2,2
625,40,108,26,3,11,30,1,1,3,1,1,1
1250,32,98,40,2,17,33,1,1,0,3,3,3
1082,40,111,44,3,20,36,1,1,3,3,3,3
693,40,79,36,2,18,38,1,0,3,1,1,1
615,50,99,49,3,16,38,1,0,2,1,1,1
698,43,97,33,2,10,29,1,1,2,1,1,1
1000,40,93,32,2,16,34,1,1,1,2,2,2
549,49,79,23,2,11,32,0,0,3,1,1,1
923,50,107,30,3,9,33,1,1,3,2,2,2
721,40,105,22,2,11,30,1,0,3,1,1,1
600,80,116,36,2,20,38,1,0,3,1,1,1
1100,40,104,41,2,18,37,1,1,2,3,3,3
962,40,93,46,2,15,30,1,1,2,2,2,2
940,40,71,20,2,9,29,1,0,2,2,2,2
1000,65,93,32,2,11,29,1,1,3,2,2,2
500,40,98,26,3,14,32,1,0,3,1,1,1
800,50,110,35,3,8,28,1,1,3,2,2,2
750,43,94,38,3,12,33,1,0,1,1,1,1
1039,40,113,49,3,12,34,1,1,1,2,2,2
400,40,90,36,2,12,32,1,1,3,1,1,1
850,40,97,35,2,16,37,1,1,1,2,2,2
1162,45,89,39,2,11,37,1,1,3,3,3,3
1199,43,70,28,3,13,30,1,1,3,3,3,3
963,40,85,32,3,9,28,1,1,3,2,2,2
802,40,99,26,2,13,29,1,1,3,2,2,2
642,45,93,18,2,12,30,1,1,1,1,1,1
488,40,103,40,3,5,31,1,1,1,1,1,1
1400,40,92,34,2,15,36,1,1,2,3,3,3
940,45,98,41,3,10,31,1,1,2,2,2,2
675,40,77,42,2,20,38,1,1,3,1,1,1
1442,40,132,39,3,8,33,1,1,3,3,3,3
560,49,112,37,3,13,32,1,0,3,1,1,1
950,44,96,26,3,8,32,1,1,1,2,2,2
684,45,106,45,3,16,38,1,1,1,1,1,1
1634,40,95,48,2,18,38,1,1,3,3,3,3
417,40,80,30,2,8,30,0,1,3,1,1,1
666,50,89,28,2,16,34,1,1,3,1,1,1
760,40,88,34,2,12,31,1,1,2,2,2,2
1154,42,88,32,2,14,29,1,1,2,3,3,3
1602,60,110,45,3,14,37,1,1,3,3,3,3
1000,40,101,36,2,16,35,1,1,1,2,2,2
852,44,89,36,2,13,32,1,1,3,2,2,2
770,40,80,25,2,16,35,1,1,1,2,2,2
1682,40,115,48,3,10,37,1,1,1,3,3,3
577,40,111,37,3,8,29,0,1,1,1,1,1
1250,40,92,42,3,10,32,0,1,1,3,3,3
480,40,76,29,2,17,35,0,1,3,1,1,1
440,40,84,23,2,11,30,1,1,3,1,1,1
705,40,89,32,2,19,36,1,1,0,1,1,1
1550,40,104,47,2,16,34,1,0,3,3,3,3
1000,40,100,42,2,16,32,1,1,2,2,2,2
625,40,129,40,3,4,36,1,0,3,1,1,1
1346,40,112,39,3,14,35,1,1,0,3,3,3
1346,45,60,34,3,8,31,1,1,2,3,3,3
1122,35,132,45,3,13,32,1,1,2,3,3,3
586,56,98,41,2,18,35,1,1,2,1,1,1
462,55,61,24,2,6,29,1,0,3,1,1,1
1634,40,94,39,3,18,36,1,1,2,3,3,3
1282,45,97,48,3,4,32,1,1,3,3,3,3
1200,40,109,42,3,7,33,1,1,2,3,3,3
1053,40,90,33,2,18,37,1,0,1,2,2,2
1000,48,105,39,2,11,28,1,0,0,2,2,2
900,55,100,27,2,18,34,0,1,2,2,2,2
1500,60,124,20,3,6,29,1,0,2,3,3,3
750,40,110,45,3,13,35,1,1,2,1,1,1
843,40,102,32,3,8,29,1,0,1,2,2,2
409,40,93,26,2,17,38,0,0,0,1,1,1
650,40,99,36,2,13,30,1,0,1,1,1,1
2137,45,102,35,3,8,30,1,0,0,3,3,3
761,48,95,44,2,14,38,1,1,1,2,2,2
769,40,98,37,3,8,35,0,1,0,2,2,2
345,40,84,28,2,7,31,1,1,2,1,1,1
495,40,88,30,2,6,31,1,1,2,1,1,1
1212,40,95,36,2,6,38,1,0,3,3,3,3
390,59,74,26,3,10,30,1,1,3,1,1,1
583,80,86,24,2,9,30,1,1,2,1,1,1
460,40,92,22,2,16,36,1,1,3,1,1,1
945,40,87,41,2,12,38,1,1,2,2,2,2
1442,60,117,39,3,9,31,1,1,1,3,3,3
1333,45,112,50,3,14,38,1,1,1,3,3,3
1500,37,119,41,3,8,33,0,1,1,3,3,3
1333,45,103,30,3,7,34,1,1,3,3,3,3
2162,40,124,48,3,10,32,1,1,1,3,3,3
400,40,88,34,2,14,32,1,1,3,1,1,1
1015,40,67,31,2,15,32,1,1,3,2,2,2
630,40,103,30,3,14,32,1,0,0,1,1,1
779,40,85,30,2,14,37,1,1,3,2,2,2
377,40,83,32,2,9,36,0,1,1,1,1,1
560,44,70,34,2,16,35,1,1,2,1,1,1
1122,60,102,54,3,7,32,1,1,2,3,3,3
1386,40,97,38,2,17,37,1,1,1,3,3,3
1539,40,115,38,3,7,31,1,1,2,3,3,3
1154,40,117,38,3,11,35,1,1,3,3,3,3
962,50,105,45,3,15,37,1,1,3,2,2,2
722,55,113,36,3,8,38,0,1,1,1,1,1
808,50,101,44,3,8,38,1,0,3,2,2,2
1091,50,88,31,3,13,37,1,1,3,3,3,3
350,40,93,41,2,16,33,0,1,1,1,1,1
577,40,106,43,3,11,33,0,1,3,1,1,1
915,55,114,36,2,17,37,1,1,1,2,2,2
1105,40,119,32,3,9,30,0,1,3,3,3,3
713,40,75,25,2,5,36,1,1,3,1,1,1
1065,40,97,40,2,21,36,1,1,1,3,3,3
940,45,102,30,3,15,30,1,1,2,2,2,2
812,40,81,20,2,17,34,1,1,2,2,2,2
450,40,79,23,2,20,36,1,1,3,1,1,1
441,38,74,24,2,12,30,1,0,3,1,1,1
625,40,92,25,3,6,33,1,0,3,1,1,1
500,40,69,18,2,21,38,1,1,3,1,1,1
393,48,92,37,2,15,38,1,1,1,1,1,1
865,40,66,30,2,10,30,1,1,3,2,2,2
1154,50,109,46,3,10,35,1,1,2,3,3,3
865,40,85,44,3,4,34,1,1,3,2,2,2
700,40,81,26,2,13,31,1,0,3,1,1,1
900,40,54,37,3,12,31,1,1,2,2,2,2
829,40,98,33,2,15,36,1,1,3,2,2,2
1000,40,98,34,2,17,36,1,1,3,2,2,2
827,40,105,29,3,7,30,1,1,2,2,2,2
700,40,82,35,3,10,30,1,1,3,1,1,1
1710,45,114,39,3,7,32,1,1,1,3,3,3
533,30,65,21,2,5,32,0,1,3,1,1,1
890,60,92,20,3,9,32,1,1,1,2,2,2
3078,30,107,23,3,11,29,1,1,2,3,3,3
1143,35,97,40,2,21,38,1,1,3,3,3,3
990,40,67,23,2,16,34,1,1,2,2,2,2
800,25,75,37,3,14,38,1,1,0,2,2,2
1049,50,112,45,3,6,32,1,0,3,2,2,2
550,40,95,20,2,4,30,0,0,3,1,1,1
1190,40,119,38,3,4,34,1,1,0,3,3,3
583,48,94,35,3,10,37,1,0,2,1,1,1
1200,40,103,27,3,5,30,1,1,1,3,3,3
1746,40,131,41,3,9,33,1,1,3,3,3,3
692,50,92,49,3,9,38,1,1,0,1,1,1
931,80,108,40,3,4,36,1,1,3,2,2,2
812,45,115,46,3,11,34,1,1,1,2,2,2
1384,50,114,48,3,12,37,1,1,1,3,3,3
881,40,90,41,2,4,36,1,0,2,2,2,2
1026,45,125,33,2,11,28,1,1,3,2,2,2
1000,40,121,35,3,6,33,1,1,2,2,2,2
737,48,103,37,2,7,30,1,1,3,1,1,1
1699,40,96,19,2,10,29,0,1,2,3,3,3
1025,48,104,30,3,6,32,1,1,2,2,2,2
720,50,101,39,3,1,29,1,1,3,1,1,1
855,40,99,44,2,19,36,1,1,1,2,2,2
1250,40,95,23,2,12,32,1,1,2,3,3,3
900,40,110,35,2,6,28,0,1,1,2,2,2
1924,50,98,49,3,6,38,1,1,1,3,3,3
1874,48,64,37,2,22,38,1,1,3,3,3,3
1573,55,90,28,2,5,30,1,1,3,3,3,3
882,44,96,34,2,15,31,1,0,3,2,2,2
1710,45,118,40,3,12,38,1,1,1,3,3,3
1260,45,79,39,2,19,37,1,0,3,3,3,3
751,40,96,42,2,9,38,1,0,1,1,1,1
1001,48,137,36,3,11,33,1,0,3,2,2,2
1154,40,116,42,3,11,34,0,0,2,3,3,3
1000,43,69,31,2,15,35,1,1,3,2,2,2
1211,27,92,33,2,13,31,1,1,3,3,3,3
872,45,115,30,3,7,29,1,1,3,2,2,2
1084,45,95,38,3,17,37,1,1,1,3,3,3
1058,40,94,40,3,13,34,1,1,0,1,3,3
800,40,115,38,2,20,38,1,0,3,2,2,2
1924,40,105,42,3,14,36,1,0,0,3,3,3
1025,40,110,30,3,9,30,1,0,3,2,2,2
800,40,105,42,3,12,37,1,0,3,2,2,2
884,40,108,40,3,9,35,1,1,3,2,2,2
664,40,105,30,2,8,29,1,1,3,1,1,1
1111,45,90,47,2,18,37,1,1,3,3,3,3
850,43,111,38,3,8,34,1,1,3,2,2,2
875,40,92,32,2,8,29,0,1,3,2,2,2
923,40,110,39,3,15,37,1,0,2,2,2,2
788,40,99,20,2,10,28,1,1,3,2,2,2
950,40,86,31,2,23,38,1,1,3,2,2,2
1442,40,105,42,2,9,37,1,1,3,3,3,3
866,40,85,26,2,11,30,1,0,3,2,2,2
875,36,95,22,2,16,38,0,0,3,2,2,2
2308,40,116,42,3,8,38,1,0,3,3,3,3
721,40,100,32,2,8,29,1,1,3,1,1,1
1500,40,101,38,3,13,32,1,1,3,3,3,3
1050,50,97,31,3,4,31,1,1,2,2,2,2
640,23,96,39,2,7,31,0,1,3,1,1,1
1198,32,117,39,3,7,30,1,1,1,3,3,3
390,55,93,38,2,4,32,1,1,1,1,1,1
1127,40,98,45,2,17,36,1,1,1,3,3,3
855,40,118,41,3,6,33,1,0,3,2,2,2
425,30,106,34,3,8,36,0,0,0,1,1,1
596,40,62,26,2,16,33,1,0,3,1,1,1
1133,40,106,44,3,13,36,1,0,1,3,3,3
681,40,94,24,2,18,35,0,1,3,1,1,1
600,40,87,15,2,20,36,1,0,0,1,1,1
661,40,96,25,3,8,29,0,0,3,1,1,1
925,40,75,27,2,12,30,1,0,2,2,2,2
550,40,95,34,2,14,31,1,0,0,1,1,1
425,40,86,17,2,7,30,1,0,3,1,1,1
340,50,104,41,3,4,31,1,1,3,1,1,1
692,50,95,21,2,16,34,1,1,2,1,1,1
571,40,66,20,2,15,33,1,0,3,1,1,1
817,40,101,38,3,11,32,1,1,1,2,2,2
616,55,104,41,2,16,35,1,1,3,1,1,1
1026,60,105,34,3,12,35,1,1,3,2,2,2
788,40,96,42,2,13,36,1,1,3,2,2,2
850,40,105,34,2,6,33,1,1,1,2,2,2
900,38,106,40,2,10,38,1,1,3,2,2,2
260,40,75,35,2,21,37,1,0,3,1,1,1
562,55,90,46,3,4,38,1,0,1,1,1,1
562,80,104,30,2,11,28,1,0,1,1,1,1
357,70,115,37,3,5,30,1,1,3,1,1,1
1009,40,118,37,3,11,32,1,0,0,2,2,2
651,40,76,30,2,11,29,1,1,3,1,1,1
750,40,50,28,2,14,32,1,0,3,1,1,1
754,40,55,23,2,13,33,1,0,2,1,1,1
700,40,73,23,2,17,38,1,0,3,1,1,1
937,40,104,37,2,14,32,1,0,1,2,2,2
624,40,92,40,2,18,36,1,0,2,1,1,1
900,40,98,36,3,1,30,1,0,3,2,2,2
540,40,70,25,2,12,29,1,0,3,1,1,1
513,40,104,40,3,8,33,1,0,3,1,1,1
1282,60,96,24,3,7,32,1,1,3,3,3,3
485,40,89,24,2,10,30,0,0,3,1,1,1
325,55,113,39,2,11,29,1,0,1,1,1,1
1040,48,108,36,2,16,35,1,1,3,2,2,2
380,50,106,28,2,15,30,1,0,2,1,1,1
1065,65,104,39,3,10,34,1,1,2,3,3,3
1070,40,91,42,2,13,30,1,1,1,3,3,3
890,48,100,40,2,4,31,1,0,0,2,2,2
520,40,86,28,2,15,31,1,0,0,1,1,1
891,40,90,36,2,16,32,1,0,3,2,2,2
481,48,98,26,2,14,31,0,1,3,1,1,1
500,44,107,40,2,21,38,1,0,2,1,1,1
1562,40,97,28,3,7,32,1,1,3,3,3,3
960,40,83,25,3,14,32,1,1,3,2,2,2
664,60,82,30,3,10,34,1,1,3,1,1,1
520,40,79,28,3,6,30,1,0,0,1,1,1
1202,40,102,32,3,10,31,1,1,3,3,3,3
538,45,77,22,2,12,28,1,0,3,1,1,1
1000,40,107,32,2,17,35,1,0,3,2,2,2
