wage,hours,IQ,KWW,educ,exper,age,married,urban,sibs,brthord,meduc,feduc
758,38,126,42,3,10,28,0,1,2,2,2,2
1442,40,112,42,2,19,36,1,1,3,3,3,3
1126,40,116,33,2,5,31,1,1,3,3,3,3
1000,40,70,18,2,12,32,0,1,3,2,2,2
500,70,83,20,2,13,32,1,1,3,1,1,1
1200,50,84,13,2,13,32,1,1,3,3,3,3
565,45,82,30,2,15,33,1,0,3,1,1,1
684,45,111,25,3,7,29,1,1,3,1,1,1
774,40,94,33,2,20,37,1,0,1,2,2,2
233,60,96,32,3,7,30,1,0,3,1,1,1
975,40,101,33,3,12,30,1,0,3,2,2,2
1366,40,90,35,2,13,30,1,1,3,3,3,3
1200,40,108,29,2,16,33,1,1,3,3,3,3
1161,40,99,43,3,16,36,1,1,0,3,3,3
1026,45,85,46,2,4,38,1,1,1,2,2,2
1111,45,118,43,3,11,32,1,1,3,3,3,3
625,50,115,31,2,12,31,1,1,2,1,1,1
1200,42,119,28,3,11,30,1,1,3,3,3,3
1541,40,94,39,2,8,32,1,1,3,3,3,3
1154,40,109,42,3,12,34,1,1,0,3,3,3
1749,43,101,28,2,16,36,1,0,2,3,3,3
1000,40,96,34,3,9,31,0,1,3,2,2,2
765,45,94,38,2,17,37,1,0,3,2,2,2
790,40,115,34,2,15,34,1,0,3,2,2,2
477,60,71,32,2,12,30,1,0,3,1,1,1
1202,40,124,23,3,11,28,1,1,2,3,3,3
450,40,94,29,3,9,31,1,0,1,1,1,1
1058,40,120,44,3,16,37,1,0,3,3,3,3
318,40,67,35,2,16,36,1,1,3,1,1,1
556,40,69,26,2,13,34,0,1,3,1,1,1
958,60,98,42,2,11,28,1,1,0,2,2,2
1600,50,109,44,3,16,33,1,0,2,3,3,3
606,45,100,39,3,6,30,0,0,1,1,1,1
1200,50,99,37,2,11,28,1,1,3,3,3,3
1377,37,118,48,3,15,36,1,1,2,3,3,3
874,55,132,37,3,8,33,1,0,2,2,2,2
1250,32,98,40,2,17,33,1,1,0,3,3,3
1082,40,111,44,3,20,36,1,1,3,3,3,3
615,50,99,49,3,16,38,1,0,2,1,1,1
698,43,97,33,2,10,29,1,1,2,1,1,1
800,55,106,34,2,17,36,1,0,3,2,2,2
812,40,131,44,3,9,30,0,0,1,2,2,2
549,49,79,23,2,11,32,0,0,3,1,1,1
1539,40,112,42,2,15,32,1,0,3,3,3,3
721,40,105,22,2,11,30,1,0,3,1,1,1
815,40,114,25,2,15,31,1,0,2,2,2,2
1058,40,85,48,2,18,35,1,1,2,1,3,3
433,50,100,40,2,5,37,1,0,2,1,1,1
1000,65,93,32,2,11,29,1,1,3,2,2,2
800,50,110,35,3,8,28,1,1,3,2,2,2
766,40,109,31,2,17,35,1,0,3,2,2,2
750,43,94,38,3,12,33,1,0,1,1,1,1
550,40,77,36,2,15,37,1,0,3,1,1,1
795,52,89,35,2,16,34,1,1,3,2,2,2
723,40,102,44,2,12,30,1,1,3,1,1,1
963,40,85,32,3,9,28,1,1,3,2,2,2
1463,45,104,47,3,14,37,1,1,3,3,3,3
642,45,93,18,2,12,30,1,1,1,1,1,1
488,40,103,40,3,5,31,1,1,1,1,1,1
675,40,77,42,2,20,38,1,1,3,1,1,1
1442,40,132,39,3,8,33,1,1,3,3,3,3
560,49,112,37,3,13,32,1,0,3,1,1,1
684,45,106,45,3,16,38,1,1,1,1,1,1
1322,40,128,43,3,7,33,1,1,0,3,3,3
760,40,88,34,2,12,31,1,1,2,2,2,2
1602,60,110,45,3,14,37,1,1,3,3,3,3
1442,40,110,40,3,13,29,1,1,1,3,3,3
705,50,100,44,2,15,36,1,1,1,1,1,1
1000,40,101,36,2,16,35,1,1,1,2,2,2
852,44,89,36,2,13,32,1,1,3,2,2,2
770,40,80,25,2,16,35,1,1,1,2,2,2
1000,40,72,20,2,16,34,1,1,3,2,2,2
1682,40,115,48,3,10,37,1,1,1,3,3,3
577,55,108,47,3,4,31,1,1,2,1,1,1
1250,40,92,42,3,10,32,0,1,1,3,3,3
600,40,115,40,3,7,28,0,1,3,1,1,1
480,40,76,29,2,17,35,0,1,3,1,1,1
1000,40,93,26,2,11,29,1,1,3,2,2,2
988,48,91,39,2,15,36,1,1,1,2,2,2
440,40,84,23,2,11,30,1,1,3,1,1,1
485,40,120,43,2,11,30,1,1,3,1,1,1
705,40,89,32,2,19,36,1,1,0,1,1,1
1550,40,104,47,2,16,34,1,0,3,3,3,3
960,40,107,23,2,11,29,1,1,3,2,2,2
1000,40,100,42,2,16,32,1,1,2,2,2,2
1346,40,112,39,3,14,35,1,1,0,3,3,3
479,40,97,45,2,15,38,1,0,3,1,1,1
1346,45,60,34,3,8,31,1,1,2,3,3,3
1122,35,132,45,3,13,32,1,1,2,3,3,3
543,45,90,31,3,5,38,1,1,1,1,1,1
450,40,63,26,2,12,31,1,1,3,1,1,1
547,60,88,38,2,17,34,1,1,3,1,1,1
1634,40,94,39,3,18,36,1,1,2,3,3,3
855,45,89,21,2,6,31,1,0,3,2,2,2
1000,48,105,39,2,11,28,1,0,0,2,2,2
1602,45,111,40,3,10,31,1,0,1,3,3,3
1500,60,124,20,3,6,29,1,0,2,3,3,3
750,40,110,45,3,13,35,1,1,2,1,1,1
843,40,102,32,3,8,29,1,0,1,2,2,2
650,40,99,36,2,13,30,1,0,1,1,1,1
2137,45,102,35,3,8,30,1,0,0,3,3,3
761,48,95,44,2,14,38,1,1,1,2,2,2
345,40,84,28,2,7,31,1,1,2,1,1,1
987,38,109,41,3,9,31,1,1,3,2,2,2
1212,40,95,36,2,6,38,1,0,3,3,3,3
577,40,92,33,3,8,28,1,1,1,1,1,1
390,59,74,26,3,10,30,1,1,3,1,1,1
1500,40,123,43,3,9,32,1,1,1,3,3,3
460,40,92,22,2,16,36,1,1,3,1,1,1
945,40,87,41,2,12,38,1,1,2,2,2,2
1333,45,112,50,3,14,38,1,1,1,3,3,3
1333,45,103,30,3,7,34,1,1,3,3,3,3
700,40,74,29,2,16,36,1,1,3,1,1,1
1744,43,106,41,3,8,29,1,1,1,3,3,3
560,44,70,34,2,16,35,1,1,2,1,1,1
1122,60,102,54,3,7,32,1,1,2,3,3,3
453,50,94,34,2,9,30,1,0,3,1,1,1
1539,40,115,38,3,7,31,1,1,2,3,3,3
1154,40,117,38,3,11,35,1,1,3,3,3,3
480,40,83,37,2,9,37,1,1,3,1,1,1
808,50,101,44,3,8,38,1,0,3,2,2,2
1442,40,113,36,3,14,36,1,1,2,3,3,3
577,40,106,43,3,11,33,0,1,3,1,1,1
1333,60,106,38,3,5,30,1,1,2,3,3,3
1160,40,74,18,2,14,33,1,1,3,3,3,3
713,40,75,25,2,5,36,1,1,3,1,1,1
929,40,97,28,3,12,30,1,1,2,2,2,2
400,50,68,35,2,4,31,1,1,3,1,1,1
1241,40,83,51,3,9,33,1,1,2,3,3,3
403,45,98,37,2,5,30,1,1,2,1,1,1
940,45,102,30,3,15,30,1,1,2,2,2,2
575,40,86,20,2,12,33,1,1,3,1,1,1
450,40,79,23,2,20,36,1,1,3,1,1,1
621,43,84,24,2,14,31,1,0,3,1,1,1
441,38,74,24,2,12,30,1,0,3,1,1,1
726,45,93,32,2,16,36,1,0,3,1,1,1
600,40,127,44,2,8,28,0,0,2,1,1,1
865,40,66,30,2,10,30,1,1,3,2,2,2
1154,50,109,46,3,10,35,1,1,2,3,3,3
1386,42,109,43,3,10,34,1,0,1,3,3,3
829,40,98,33,2,15,36,1,1,3,2,2,2
827,40,105,29,3,7,30,1,1,2,2,2,2
500,44,87,25,3,5,31,1,1,3,1,1,1
700,40,82,35,3,10,30,1,1,3,1,1,1
533,30,65,21,2,5,32,0,1,3,1,1,1
890,60,92,20,3,9,32,1,1,1,2,2,2
1539,40,111,41,3,10,37,1,1,3,3,3,3
508,40,73,38,2,1,31,1,1,1,1,1,1
1354,40,119,49,3,13,35,0,0,2,3,3,3
905,40,102,31,2,17,37,1,0,3,2,2,2
926,55,64,22,2,18,38,1,1,3,2,2,2
1559,40,103,32,2,17,34,1,1,3,3,3,3
1312,40,118,39,2,14,32,1,1,0,3,3,3
923,40,118,36,3,8,35,1,1,3,2,2,2
1049,50,112,45,3,6,32,1,0,3,2,2,2
550,40,95,20,2,4,30,0,0,3,1,1,1
1190,40,119,38,3,4,34,1,1,0,3,3,3
1200,40,103,27,3,5,30,1,1,1,3,3,3
909,40,102,34,2,14,33,1,1,3,2,2,2
1746,40,131,41,3,9,33,1,1,3,3,3,3
808,40,107,32,3,6,29,1,0,3,2,2,2
2137,45,108,45,3,11,36,1,1,2,3,3,3
692,50,92,49,3,9,38,1,1,0,1,1,1
931,80,108,40,3,4,36,1,1,3,2,2,2
866,40,111,44,3,16,35,1,1,1,2,2,2
500,40,101,31,3,12,32,1,0,2,1,1,1
528,55,116,40,3,5,30,1,1,3,1,1,1
881,40,90,41,2,4,36,1,0,2,2,2,2
1026,45,125,33,2,11,28,1,1,3,2,2,2
1212,40,98,26,2,11,28,0,1,3,3,3,3
1620,38,111,42,3,8,29,1,0,1,3,3,3
737,48,103,37,2,7,30,1,1,3,1,1,1
1025,48,104,30,3,6,32,1,1,2,2,2,2
1107,40,112,38,2,12,38,1,1,3,3,3,3
625,40,73,24,2,1,31,1,1,3,1,1,1
855,40,99,44,2,19,36,1,1,1,2,2,2
1250,40,95,23,2,12,32,1,1,2,3,3,3
962,40,112,46,3,8,37,1,1,2,2,2,2
940,45,102,46,3,11,36,1,1,1,2,2,2
900,40,119,39,3,8,30,1,0,1,2,2,2
882,44,96,34,2,15,31,1,0,3,2,2,2
1710,45,118,40,3,12,38,1,1,1,3,3,3
1260,45,79,39,2,19,37,1,0,3,3,3,3
1097,50,80,27,2,12,28,1,0,3,3,3,3
1154,40,116,42,3,11,34,0,0,2,3,3,3
1000,43,69,31,2,15,35,1,1,3,2,2,2
1250,40,78,36,2,16,33,1,1,3,3,3,3
937,32,113,23,3,12,29,1,1,3,2,2,2
904,50,98,29,3,7,33,1,1,3,2,2,2
1261,40,117,41,3,1,35,1,1,3,3,3,3
950,40,96,38,2,14,35,1,1,1,2,2,2
115,50,108,46,2,9,29,1,1,3,1,1,1
800,40,115,38,2,20,38,1,0,3,2,2,2
369,40,117,36,3,11,31,0,0,3,1,1,1
855,40,109,36,2,17,36,1,0,3,2,2,2
864,40,87,38,2,15,31,1,0,1,2,2,2
850,35,109,32,2,11,31,1,0,2,2,2,2
673,40,85,21,2,17,35,1,0,2,1,1,1
800,40,105,42,3,12,37,1,0,3,2,2,2
664,40,105,30,2,8,29,1,1,3,1,1,1
1111,45,90,47,2,18,37,1,1,3,3,3,3
850,43,111,38,3,8,34,1,1,3,2,2,2
1000,40,110,42,2,6,37,1,1,3,2,2,2
875,40,92,32,2,8,29,0,1,3,2,2,2
923,40,110,39,3,15,37,1,0,2,2,2,2
1442,40,105,42,2,9,37,1,1,3,3,3,3
866,40,85,26,2,11,30,1,0,3,2,2,2
875,36,95,22,2,16,38,0,0,3,2,2,2
700,38,85,36,2,13,32,1,1,3,1,1,1
801,48,100,30,3,6,29,1,1,2,2,2,2
640,23,96,39,2,7,31,0,1,3,1,1,1
1198,32,117,39,3,7,30,1,1,1,3,3,3
889,36,116,37,2,12,28,1,1,1,2,2,2
1076,38,106,42,2,19,36,1,1,1,3,3,3
750,50,103,36,3,1,37,1,0,1,1,1,1
525,40,100,22,3,5,31,1,0,1,1,1,1
1104,54,96,39,2,11,29,1,0,1,3,3,3
553,40,67,22,2,11,30,1,0,3,1,1,1
1384,50,104,42,3,8,31,1,0,3,3,3,3
596,40,62,26,2,16,33,1,0,3,1,1,1
1133,40,106,44,3,13,36,1,0,1,3,3,3
681,40,94,24,2,18,35,0,1,3,1,1,1
925,40,75,27,2,12,30,1,0,2,2,2,2
425,40,86,17,2,7,30,1,0,3,1,1,1
692,50,95,21,2,16,34,1,1,2,1,1,1
571,40,66,20,2,15,33,1,0,3,1,1,1
817,40,101,38,3,11,32,1,1,1,2,2,2
1026,60,105,34,3,12,35,1,1,3,2,2,2
808,40,106,34,2,4,29,1,1,1,2,2,2
260,40,75,35,2,21,37,1,0,3,1,1,1
662,45,99,27,3,7,28,1,0,3,1,1,1
562,55,90,46,3,4,38,1,0,1,1,1,1
562,80,104,30,2,11,28,1,0,1,1,1,1
651,40,76,30,2,11,29,1,1,3,1,1,1
754,40,55,23,2,13,33,1,0,2,1,1,1
700,40,73,23,2,17,38,1,0,3,1,1,1
503,40,84,14,2,11,30,0,1,3,1,1,1
624,40,92,40,2,18,36,1,0,2,1,1,1
900,40,98,36,3,1,30,1,0,3,2,2,2
642,35,87,26,3,9,30,1,0,3,1,1,1
400,50,96,38,3,6,28,0,0,3,1,1,1
900,40,80,34,2,15,38,1,0,3,2,2,2
894,40,104,35,3,7,35,1,0,3,2,2,2
1282,60,96,24,3,7,32,1,1,3,3,3,3
485,40,89,24,2,10,30,0,0,3,1,1,1
1040,48,108,36,2,16,35,1,1,3,2,2,2
751,40,104,32,2,15,34,1,1,3,1,1,1
380,50,106,28,2,15,30,1,0,2,1,1,1
300,24,83,45,2,16,37,1,1,3,1,1,1
753,46,70,34,2,21,38,1,1,3,1,1,1
1070,40,91,42,2,13,30,1,1,1,3,3,3
1573,55,112,42,3,7,34,1,1,1,3,3,3
650,40,97,27,2,14,30,1,0,3,1,1,1
890,48,100,40,2,4,31,1,0,0,2,2,2
891,40,90,36,2,16,32,1,0,3,2,2,2
481,48,98,26,2,14,31,0,1,3,1,1,1
500,44,107,40,2,21,38,1,0,2,1,1,1
1473,40,110,48,3,15,36,1,0,1,3,3,3
962,50,97,34,3,7,30,1,1,0,2,2,2
1000,44,103,37,2,9,29,1,1,0,2,2,2
600,40,114,36,3,5,30,1,1,2,1,1,1
629,60,93,32,2,6,30,1,0,3,1,1,1
1562,40,97,28,3,7,32,1,1,3,3,3,3
357,70,97,34,3,6,28,1,0,1,1,1,1
960,40,83,25,3,14,32,1,1,3,2,2,2
481,40,82,27,2,9,32,1,0,2,1,1,1
645,45,93,39,2,11,35,1,0,3,1,1,1
788,40,100,23,2,15,32,1,0,3,2,2,2
644,42,101,38,2,11,33,1,0,3,1,1,1
1202,40,102,32,3,10,31,1,1,3,3,3,3
538,45,77,22,2,12,28,1,0,3,1,1,1
1000,40,107,32,2,17,35,1,0,3,2,2,2
