wage,hours,IQ,KWW,educ,exper,age,married,urban,sibs,brthord,meduc,feduc
1050,40,119,37,3,7,37,0,1,2,2,2,2
1079,50,87,33,2,18,36,1,1,3,3,3,3
781,50,112,33,2,8,30,1,1,2,2,2,2
1038,48,103,36,3,8,36,1,0,2,2,2,2
890,70,73,46,2,6,31,1,1,3,2,2,2
812,40,98,42,2,10,29,0,1,3,2,2,2
1025,40,104,25,2,12,29,1,1,3,2,2,2
796,48,119,31,3,16,37,1,1,3,2,2,2
714,40,90,32,2,17,37,1,0,3,1,1,1
912,40,96,32,3,11,30,1,1,2,2,2,2
600,40,114,39,2,8,30,1,1,3,1,1,1
711,45,110,38,3,8,32,1,1,3,1,1,1
1151,48,87,41,2,18,38,1,1,2,3,3,3
1000,40,89,31,2,9,28,1,1,2,2,2,2
841,44,106,40,2,15,31,1,1,3,2,2,2
1175,45,111,38,2,17,34,1,1,0,3,3,3
1442,40,114,38,2,16,33,1,1,2,3,3,3
781,40,89,24,2,13,30,1,1,3,2,2,2
841,48,110,37,3,13,37,0,1,1,2,2,2
700,50,130,29,3,14,38,1,1,1,1,1,1
1346,50,108,51,3,9,36,1,1,1,3,3,3
762,58,104,37,3,6,33,1,0,2,2,2,2
721,40,134,38,3,9,30,0,1,3,1,1,1
1442,40,118,33,3,6,29,1,1,2,3,3,3
1038,50,119,42,2,20,36,1,0,3,2,2,2
1100,40,91,41,2,18,36,1,0,2,3,3,3
523,43,119,37,3,9,30,1,0,3,1,1,1
1111,40,103,33,3,13,31,1,0,3,3,3,3
962,40,120,25,3,6,28,1,0,3,2,2,2
690,40,119,35,2,9,28,1,1,1,1,1,1
600,40,96,22,2,7,29,1,1,3,1,1,1
596,40,83,36,2,16,34,1,0,3,1,1,1
670,40,88,27,2,9,29,1,1,3,1,1,1
1223,40,107,34,2,7,28,1,0,1,3,3,3
910,30,95,27,2,16,35,1,1,2,2,2,2
745,40,94,40,3,17,36,0,0,2,1,1,1
550,40,110,35,3,15,38,1,0,2,1,1,1
615,40,100,31,3,9,30,1,0,3,1,1,1
769,40,100,34,2,18,36,1,0,1,2,2,2
833,60,101,47,2,15,37,1,1,3,2,2,2
879,70,90,43,2,17,35,0,1,1,2,2,2
1000,55,114,41,3,10,33,1,0,0,2,2,2
465,43,84,33,3,10,29,1,1,3,1,1,1
1100,40,92,37,3,21,38,1,1,3,3,3,3
1035,48,107,42,2,21,38,1,1,1,2,2,2
586,60,111,37,3,6,34,1,0,3,1,1,1
693,53,101,29,2,7,28,1,0,1,1,1,1
562,40,99,25,2,18,34,0,0,1,1,1,1
654,50,113,38,3,1,33,1,0,1,1,1,1
1111,40,98,32,3,10,29,1,1,3,3,3,3
1346,40,134,42,3,15,35,1,1,2,3,3,3
1424,50,96,47,3,15,37,1,1,2,3,3,3
583,58,113,29,3,9,30,1,1,2,1,1,1
1260,45,106,37,2,5,29,1,1,2,3,3,3
758,38,126,42,3,10,28,0,1,2,2,2,2
489,55,104,47,3,20,38,1,1,2,1,1,1
500,70,83,20,2,13,32,1,1,3,1,1,1
565,45,82,30,2,15,33,1,0,3,1,1,1
684,45,111,25,3,7,29,1,1,3,1,1,1
774,40,94,33,2,20,37,1,0,1,2,2,2
975,40,101,33,3,12,30,1,0,3,2,2,2
2137,40,120,48,3,16,37,1,1,3,3,3,3
1200,40,108,29,2,16,33,1,1,3,3,3,3
1154,40,109,42,3,12,34,1,1,0,3,3,3
310,40,104,37,3,10,33,0,0,2,1,1,1
610,50,89,21,2,14,30,1,0,1,1,1,1
1749,43,101,28,2,16,36,1,0,2,3,3,3
350,40,109,48,2,14,36,1,0,1,1,1,1
765,45,94,38,2,17,37,1,0,3,2,2,2
818,47,92,41,2,16,38,1,0,3,2,2,2
938,50,130,39,3,15,33,1,0,3,2,2,2
2099,55,119,38,3,10,32,1,1,0,3,3,3
940,48,104,25,2,13,32,1,1,3,2,2,2
1000,40,96,40,2,15,37,1,1,3,2,2,2
556,40,69,26,2,13,34,0,1,3,1,1,1
958,60,98,42,2,11,28,1,1,0,2,2,2
995,40,92,23,2,22,38,1,1,3,2,2,2
1600,50,109,44,3,16,33,1,0,2,3,3,3
511,45,101,25,2,13,30,1,1,3,1,1,1
1411,45,111,40,3,11,32,1,1,1,3,3,3
1346,40,106,38,3,15,37,1,1,1,3,3,3
1522,46,102,37,2,15,37,1,0,3,3,3,3
1075,40,115,28,3,9,30,1,0,2,3,3,3
1200,50,99,37,2,11,28,1,1,3,3,3,3
874,55,132,37,3,8,33,1,0,2,2,2,2
625,40,108,26,3,11,30,1,1,3,1,1,1
1082,40,111,44,3,20,36,1,1,3,3,3,3
727,55,97,29,2,11,31,1,0,3,1,1,1
615,50,99,49,3,16,38,1,0,2,1,1,1
800,55,106,34,2,17,36,1,0,3,2,2,2
1000,40,93,32,2,16,34,1,1,1,2,2,2
1300,35,100,38,2,13,31,1,1,3,3,3,3
923,50,107,30,3,9,33,1,1,3,2,2,2
721,40,105,22,2,11,30,1,0,3,1,1,1
1100,40,104,41,2,18,37,1,1,2,3,3,3
1058,40,85,48,2,18,35,1,1,2,1,3,3
500,40,98,26,3,14,32,1,0,3,1,1,1
800,50,110,35,3,8,28,1,1,3,2,2,2
766,40,109,31,2,17,35,1,0,3,2,2,2
550,40,77,36,2,15,37,1,0,3,1,1,1
1039,40,113,49,3,12,34,1,1,1,2,2,2
200,55,103,38,2,11,32,1,1,3,1,1,1
508,50,87,35,2,16,32,1,1,2,1,1,1
1162,45,89,39,2,11,37,1,1,3,3,3,3
1199,43,70,28,3,13,30,1,1,3,3,3,3
963,40,85,32,3,9,28,1,1,3,2,2,2
1463,45,104,47,3,14,37,1,1,3,3,3,3
802,40,99,26,2,13,29,1,1,3,2,2,2
642,45,93,18,2,12,30,1,1,1,1,1,1
1400,40,92,34,2,15,36,1,1,2,3,3,3
866,40,114,48,3,15,37,1,1,3,2,2,2
675,40,77,42,2,20,38,1,1,3,1,1,1
325,40,93,44,3,10,33,1,1,1,1,1,1
1442,40,132,39,3,8,33,1,1,3,3,3,3
560,49,112,37,3,13,32,1,0,3,1,1,1
550,56,99,42,2,17,36,1,1,1,1,1,1
950,44,96,26,3,8,32,1,1,1,2,2,2
417,40,80,30,2,8,30,0,1,3,1,1,1
666,50,89,28,2,16,34,1,1,3,1,1,1
1679,55,127,45,3,10,32,1,1,1,3,3,3
1039,40,114,43,3,1,31,0,1,3,2,2,2
760,40,88,34,2,12,31,1,1,2,2,2,2
1602,60,110,45,3,14,37,1,1,3,3,3,3
1442,40,110,40,3,13,29,1,1,1,3,3,3
865,40,130,39,3,5,30,1,1,3,2,2,2
705,50,100,44,2,15,36,1,1,1,1,1,1
1000,40,101,36,2,16,35,1,1,1,2,2,2
1682,40,115,48,3,10,37,1,1,1,3,3,3
577,40,111,37,3,8,29,0,1,1,1,1,1
1040,40,101,38,2,19,38,1,1,3,2,2,2
1250,40,92,42,3,10,32,0,1,1,3,3,3
600,40,115,40,3,7,28,0,1,3,1,1,1
480,40,76,29,2,17,35,0,1,3,1,1,1
988,48,91,39,2,15,36,1,1,1,2,2,2
478,45,90,35,2,19,34,1,1,2,1,1,1
485,40,120,43,2,11,30,1,1,3,1,1,1
705,40,89,32,2,19,36,1,1,0,1,1,1
1550,40,104,47,2,16,34,1,0,3,3,3,3
960,40,107,23,2,11,29,1,1,3,2,2,2
479,40,97,45,2,15,38,1,0,3,1,1,1
1122,35,132,45,3,13,32,1,1,2,3,3,3
507,55,110,36,3,10,32,1,1,2,1,1,1
547,60,88,38,2,17,34,1,1,3,1,1,1
705,40,76,32,2,13,37,1,1,3,1,1,1
1634,40,94,39,3,18,36,1,1,2,3,3,3
556,40,127,44,3,6,31,1,1,2,1,1,1
1200,40,109,42,3,7,33,1,1,2,3,3,3
1000,48,105,39,2,11,28,1,0,0,2,2,2
900,55,100,27,2,18,34,0,1,2,2,2,2
508,50,125,44,3,9,31,1,1,3,1,1,1
750,40,110,45,3,13,35,1,1,2,1,1,1
409,40,93,26,2,17,38,0,0,0,1,1,1
987,38,109,41,3,9,31,1,1,3,2,2,2
577,40,92,33,3,8,28,1,1,1,1,1,1
583,80,86,24,2,9,30,1,1,2,1,1,1
945,40,87,41,2,12,38,1,1,2,2,2,2
1333,45,112,50,3,14,38,1,1,1,3,3,3
1333,45,103,30,3,7,34,1,1,3,3,3,3
700,40,74,29,2,16,36,1,1,3,1,1,1
973,36,81,33,3,11,32,1,1,0,2,2,2
797,41,89,38,2,10,36,1,0,1,2,2,2
445,40,91,40,2,11,32,1,0,0,1,1,1
377,40,83,32,2,9,36,0,1,1,1,1,1
453,50,94,34,2,9,30,1,0,3,1,1,1
1539,40,115,38,3,7,31,1,1,2,3,3,3
962,50,105,45,3,15,37,1,1,3,2,2,2
808,50,101,44,3,8,38,1,0,3,2,2,2
1091,50,88,31,3,13,37,1,1,3,3,3,3
500,40,83,39,2,18,36,1,1,0,1,1,1
1026,45,113,27,3,9,30,1,1,2,2,2,2
1333,60,106,38,3,5,30,1,1,2,3,3,3
915,55,114,36,2,17,37,1,1,1,2,2,2
1105,40,119,32,3,9,30,0,1,3,3,3,3
1000,40,89,40,2,17,38,1,1,3,2,2,2
1001,34,77,22,2,12,29,1,1,3,2,2,2
713,40,75,25,2,5,36,1,1,3,1,1,1
929,40,97,28,3,12,30,1,1,2,2,2,2
400,50,68,35,2,4,31,1,1,3,1,1,1
1065,40,97,40,2,21,36,1,1,1,3,3,3
940,45,102,30,3,15,30,1,1,2,2,2,2
812,40,81,20,2,17,34,1,1,2,2,2,2
700,20,85,27,2,13,35,1,1,3,1,1,1
450,40,79,23,2,20,36,1,1,3,1,1,1
621,43,84,24,2,14,31,1,0,3,1,1,1
441,38,74,24,2,12,30,1,0,3,1,1,1
500,40,69,18,2,21,38,1,1,3,1,1,1
1000,44,113,41,3,8,34,1,1,3,2,2,2
393,48,92,37,2,15,38,1,1,1,1,1,1
600,40,127,44,2,8,28,0,0,2,1,1,1
865,40,66,30,2,10,30,1,1,3,2,2,2
1386,42,109,43,3,10,34,1,0,1,3,3,3
700,40,81,26,2,13,31,1,0,3,1,1,1
975,40,87,12,2,20,37,1,0,3,2,2,2
900,40,54,37,3,12,31,1,1,2,2,2,2
1000,40,98,34,2,17,36,1,1,3,2,2,2
1710,45,114,39,3,7,32,1,1,1,3,3,3
2004,48,105,48,3,10,34,1,1,2,3,3,3
1539,40,111,41,3,10,37,1,1,3,3,3,3
1143,35,97,40,2,21,38,1,1,3,3,3,3
962,40,110,34,2,16,33,1,1,2,2,2,2
1250,44,96,32,2,19,38,1,1,2,3,3,3
905,40,102,31,2,17,37,1,0,3,2,2,2
879,40,118,41,3,1,31,1,1,1,2,2,2
1049,50,112,45,3,6,32,1,0,3,2,2,2
583,48,94,35,3,10,37,1,0,2,1,1,1
1200,40,103,27,3,5,30,1,1,1,3,3,3
797,55,90,36,3,11,33,1,1,3,2,2,2
909,40,102,34,2,14,33,1,1,3,2,2,2
931,80,108,40,3,4,36,1,1,3,2,2,2
866,40,111,44,3,16,35,1,1,1,2,2,2
1442,40,115,47,2,14,36,1,1,3,3,3,3
1212,40,98,26,2,11,28,0,1,3,3,3,3
737,48,103,37,2,7,30,1,1,3,1,1,1
1699,40,96,19,2,10,29,0,1,2,3,3,3
1699,40,100,40,2,11,33,1,1,1,3,3,3
625,40,73,24,2,1,31,1,1,3,1,1,1
900,40,110,35,2,6,28,0,1,1,2,2,2
1924,50,98,49,3,6,38,1,1,1,3,3,3
940,45,102,46,3,11,36,1,1,1,2,2,2
900,40,119,39,3,8,30,1,0,1,2,2,2
882,44,96,34,2,15,31,1,0,3,2,2,2
1097,50,80,27,2,12,28,1,0,3,3,3,3
1001,48,137,36,3,11,33,1,0,3,2,2,2
1000,43,69,31,2,15,35,1,1,3,2,2,2
857,65,99,41,2,18,38,1,1,2,2,2,2
904,50,98,29,3,7,33,1,1,3,2,2,2
872,45,115,30,3,7,29,1,1,3,2,2,2
1200,40,96,26,2,18,34,1,1,3,3,3,3
950,40,96,38,2,14,35,1,1,1,2,2,2
800,40,115,38,2,20,38,1,0,3,2,2,2
855,40,109,36,2,17,36,1,0,3,2,2,2
884,40,108,40,3,9,35,1,1,3,2,2,2
1200,40,79,32,3,9,32,1,1,0,3,3,3
850,43,111,38,3,8,34,1,1,3,2,2,2
1000,40,110,42,2,6,37,1,1,3,2,2,2
875,40,92,32,2,8,29,0,1,3,2,2,2
1202,40,131,32,3,10,33,1,0,3,3,3,3
666,40,104,32,2,10,29,1,0,2,1,1,1
1442,40,105,42,2,9,37,1,1,3,3,3,3
875,36,95,22,2,16,38,0,0,3,2,2,2
1196,45,96,45,3,10,32,1,0,2,3,3,3
721,40,100,32,2,8,29,1,1,3,1,1,1
1050,50,97,31,3,4,31,1,1,2,2,2,2
1198,32,117,39,3,7,30,1,1,1,3,3,3
390,55,93,38,2,4,32,1,1,1,1,1,1
889,36,116,37,2,12,28,1,1,1,2,2,2
1076,38,106,42,2,19,36,1,1,1,3,3,3
1127,40,98,45,2,17,36,1,1,1,3,3,3
750,50,103,36,3,1,37,1,0,1,1,1,1
855,40,118,41,3,6,33,1,0,3,2,2,2
1104,54,96,39,2,11,29,1,0,1,3,3,3
510,54,62,34,2,13,33,0,1,3,1,1,1
370,32,73,31,2,13,31,1,0,3,1,1,1
681,40,94,24,2,18,35,0,1,3,1,1,1
661,40,96,25,3,8,29,0,0,3,1,1,1
340,50,104,41,3,4,31,1,1,3,1,1,1
692,50,95,21,2,16,34,1,1,2,1,1,1
571,40,66,20,2,15,33,1,0,3,1,1,1
1026,60,105,34,3,12,35,1,1,3,2,2,2
808,50,101,34,3,8,30,1,1,1,2,2,2
788,40,96,42,2,13,36,1,1,3,2,2,2
850,40,105,34,2,6,33,1,1,1,2,2,2
900,38,106,40,2,10,38,1,1,3,2,2,2
1418,45,102,44,2,19,36,1,1,2,3,3,3
1009,40,118,37,3,11,32,1,0,0,2,2,2
750,40,50,28,2,14,32,1,0,3,1,1,1
754,40,55,23,2,13,33,1,0,2,1,1,1
937,40,104,37,2,14,32,1,0,1,2,2,2
750,40,83,27,2,4,32,1,0,3,1,1,1
642,35,87,26,3,9,30,1,0,3,1,1,1
894,40,104,35,3,7,35,1,0,3,2,2,2
1282,60,96,24,3,7,32,1,1,3,3,3,3
485,40,89,24,2,10,30,0,0,3,1,1,1
325,55,113,39,2,11,29,1,0,1,1,1,1
769,45,105,29,2,16,33,1,0,3,2,2,2
1040,48,108,36,2,16,35,1,1,3,2,2,2
300,24,83,45,2,16,37,1,1,3,1,1,1
1065,65,104,39,3,10,34,1,1,2,3,3,3
1070,40,91,42,2,13,30,1,1,1,3,3,3
1573,55,112,42,3,7,34,1,1,1,3,3,3
890,48,100,40,2,4,31,1,0,0,2,2,2
891,40,90,36,2,16,32,1,0,3,2,2,2
500,44,107,40,2,21,38,1,0,2,1,1,1
1473,40,110,48,3,15,36,1,0,1,3,3,3
803,40,120,35,3,4,28,1,1,3,2,2,2
629,60,93,32,2,6,30,1,0,3,1,1,1
357,70,97,34,3,6,28,1,0,1,1,1,1
960,40,83,25,3,14,32,1,1,3,2,2,2
481,40,82,27,2,9,32,1,0,2,1,1,1
1442,40,113,45,3,8,35,1,1,2,3,3,3
788,40,100,23,2,15,32,1,0,3,2,2,2
644,42,101,38,2,11,33,1,0,3,1,1,1
664,60,82,30,3,10,34,1,1,3,1,1,1
520,40,79,28,3,6,30,1,0,0,1,1,1
1000,40,107,32,2,17,35,1,0,3,2,2,2
